feature_code,year,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,walking_distance_to_nearest_greenspace,score
S12000030,2014,All,All,All,Owned Mortgage/Loan,All,All,All,0.615
S12000030,2014,All,All,All,Owned Outright,All,All,All,0.6749999999999999
S12000030,2014,All,All,All,Social Rented,All,All,All,0.445
S12000030,2014,All,Rural,All,All,All,All,All,0.535
S12000030,2014,All,Urban,All,All,All,All,All,0.575
S12000030,2014,Female,All,All,All,All,All,All,0.585
S12000030,2014,Male,All,All,All,All,All,All,0.535
S12000030,2015,All,All,80% least deprived,All,All,All,All,0.47
S12000030,2015,All,All,All,All,Adults,All,All,0.35500000000000004
S12000030,2015,All,All,All,All,All,All,All,0.485
S12000030,2015,All,All,All,All,All,All,Less than 10 minutes,0.49
S12000030,2015,All,All,All,All,All,White,All,0.475
S12000030,2015,All,All,All,All,Pensioners,All,All,0.655
S12000030,2015,All,All,All,All,With Children,All,All,0.5700000000000001
S12000030,2015,All,All,All,Owned Mortgage/Loan,All,All,All,0.5650000000000001
S12000030,2015,All,All,All,Owned Outright,All,All,All,0.57
S12000030,2015,All,Rural,All,All,All,All,All,0.56
S12000030,2015,All,Urban,All,All,All,All,All,0.435
S12000030,2015,Female,All,All,All,All,All,All,0.53
S12000030,2015,Male,All,All,All,All,All,All,0.435
S12000030,2016,All,All,80% least deprived,All,All,All,All,0.46499999999999997
S12000030,2016,All,All,All,All,Adults,All,All,0.35000000000000003
S12000030,2016,All,All,All,All,All,All,All,0.45499999999999996
S12000030,2016,All,All,All,All,All,All,Less than 10 minutes,0.495
S12000030,2016,All,All,All,All,All,White,All,0.45499999999999996
S12000030,2016,All,All,All,All,Pensioners,All,All,0.635
S12000030,2016,All,All,All,All,With Children,All,All,0.48
S12000030,2016,All,All,All,Owned Mortgage/Loan,All,All,All,0.42
S12000030,2016,All,All,All,Owned Outright,All,All,All,0.655
S12000030,2016,All,All,All,Social Rented,All,All,All,0.41000000000000003
S12000030,2016,All,Rural,All,All,All,All,All,0.49999999999999994
S12000030,2016,All,Urban,All,All,All,All,All,0.44000000000000006
S12000030,2016,Female,All,All,All,All,All,All,0.42000000000000004
S12000030,2016,Male,All,All,All,All,All,All,0.49
S12000030,2017,All,All,80% least deprived,All,All,All,All,0.41500000000000004
S12000030,2017,All,All,All,All,Adults,All,All,0.275
S12000030,2017,All,All,All,All,All,All,All,0.38
S12000030,2017,All,All,All,All,All,All,Less than 10 minutes,0.36500000000000005
S12000030,2017,All,All,All,All,All,White,All,0.395
S12000030,2017,All,All,All,All,Pensioners,All,All,0.5549999999999999
S12000030,2017,All,All,All,All,With Children,All,All,0.46
S12000030,2017,All,All,All,Owned Mortgage/Loan,All,All,All,0.49
S12000030,2017,All,All,All,Owned Outright,All,All,All,0.585
S12000030,2017,All,All,All,Social Rented,All,All,All,0.425
S12000030,2017,All,Rural,All,All,All,All,All,0.45999999999999996
S12000030,2017,All,Urban,All,All,All,All,All,0.35
S12000030,2017,Female,All,All,All,All,All,All,0.4
S12000030,2017,Male,All,All,All,All,All,All,0.365
S12000030,2018,All,All,80% least deprived,All,All,All,All,0.355
S12000030,2018,All,All,All,All,Adults,All,All,0.19
S12000030,2018,All,All,All,All,All,All,All,0.355
S12000030,2018,All,All,All,All,All,All,Less than 10 minutes,0.385
S12000030,2018,All,All,All,All,All,White,All,0.355
S12000030,2018,All,All,All,All,Pensioners,All,All,0.615
S12000030,2018,All,All,All,Owned Mortgage/Loan,All,All,All,0.43500000000000005
S12000030,2018,All,All,All,Owned Outright,All,All,All,0.5
S12000030,2018,All,Rural,All,All,All,All,All,0.415
S12000030,2018,All,Urban,All,All,All,All,All,0.335
S12000030,2018,Female,All,All,All,All,All,All,0.43000000000000005
S12000030,2018,Male,All,All,All,All,All,All,0.27999999999999997
S12000030,2019,All,All,80% least deprived,All,All,All,All,0.5
S12000030,2019,All,All,All,All,Adults,All,All,0.42500000000000004
S12000030,2019,All,All,All,All,All,All,All,0.475
S12000030,2019,All,All,All,All,All,All,Less than 10 minutes,0.51
S12000030,2019,All,All,All,All,All,White,All,0.49
S12000030,2019,All,All,All,All,Pensioners,All,All,0.6749999999999999
S12000030,2019,All,All,All,Owned Mortgage/Loan,All,All,All,0.48500000000000004
S12000030,2019,All,All,All,Owned Outright,All,All,All,0.58
S12000030,2019,All,Rural,All,All,All,All,All,0.44500000000000006
S12000030,2019,All,Urban,All,All,All,All,All,0.505
S12000030,2019,Female,All,All,All,All,All,All,0.43999999999999995
S12000030,2019,Male,All,All,All,All,All,All,0.525
S12000033,2013,All,All,80% least deprived,All,All,All,All,0.33499999999999996
S12000033,2013,All,All,All,All,Adults,All,All,0.175
S12000033,2013,All,All,All,All,All,All,All,0.30000000000000004
S12000033,2013,All,All,All,All,All,All,Less than 10 minutes,0.335
S12000033,2013,All,All,All,All,All,All,More than 10 minutes,0.22
S12000033,2013,All,All,All,All,All,White,All,0.3
S12000033,2013,All,All,All,All,Pensioners,All,All,0.71
S12000033,2013,All,All,All,All,With Children,All,All,0.31
S12000033,2013,All,All,All,Owned Mortgage/Loan,All,All,All,0.35
S12000033,2013,All,All,All,Owned Outright,All,All,All,0.715
S12000033,2013,All,All,All,Private Rented,All,All,All,-0.0050000000000000044
S12000033,2013,All,All,All,Social Rented,All,All,All,0.15000000000000002
S12000033,2013,All,Urban,All,All,All,All,All,0.30000000000000004
S12000033,2013,Female,All,All,All,All,All,All,0.37
S12000033,2013,Male,All,All,All,All,All,All,0.255
S12000033,2014,All,All,80% least deprived,All,All,All,All,0.395
S12000033,2014,All,All,All,All,Adults,All,All,0.29500000000000004
S12000033,2014,All,All,All,All,All,All,All,0.35
S12000033,2014,All,All,All,All,All,All,Less than 10 minutes,0.35
S12000033,2014,All,All,All,All,All,White,All,0.37
S12000033,2014,All,All,All,All,Pensioners,All,All,0.5700000000000001
S12000033,2014,All,All,All,All,With Children,All,All,0.29500000000000004
S12000033,2014,All,All,All,Owned Mortgage/Loan,All,All,All,0.485
S12000033,2014,All,All,All,Owned Outright,All,All,All,0.62
S12000033,2014,All,All,All,Social Rented,All,All,All,0.21500000000000002
S12000033,2014,All,Urban,All,All,All,All,All,0.35
S12000033,2014,Female,All,All,All,All,All,All,0.37
S12000033,2014,Male,All,All,All,All,All,All,0.34500000000000003
S12000033,2015,All,All,80% least deprived,All,All,All,All,0.41
S12000033,2015,All,All,All,All,Adults,All,All,0.27
S12000033,2015,All,All,All,All,All,All,All,0.38999999999999996
S12000033,2015,All,All,All,All,All,All,Less than 10 minutes,0.41
S12000033,2015,All,All,All,All,All,White,All,0.40499999999999997
S12000033,2015,All,All,All,All,Pensioners,All,All,0.5650000000000001
S12000033,2015,All,All,All,All,With Children,All,All,0.51
S12000033,2015,All,All,All,Owned Mortgage/Loan,All,All,All,0.415
S12000033,2015,All,All,All,Owned Outright,All,All,All,0.61
S12000033,2015,All,All,All,Social Rented,All,All,All,0.35000000000000003
S12000033,2015,All,Urban,All,All,All,All,All,0.38999999999999996
S12000033,2015,Female,All,All,All,All,All,All,0.5
S12000033,2015,Male,All,All,All,All,All,All,0.265
S12000033,2016,All,All,80% least deprived,All,All,All,All,0.39999999999999997
S12000033,2016,All,All,All,All,Adults,All,All,0.32499999999999996
S12000033,2016,All,All,All,All,All,All,All,0.37
S12000033,2016,All,All,All,All,All,All,Less than 10 minutes,0.37
S12000033,2016,All,All,All,All,All,All,More than 10 minutes,0.365
S12000033,2016,All,All,All,All,All,White,All,0.38999999999999996
S12000033,2016,All,All,All,All,Pensioners,All,All,0.55
S12000033,2016,All,All,All,All,With Children,All,All,0.325
S12000033,2016,All,All,All,Owned Mortgage/Loan,All,All,All,0.43000000000000005
S12000033,2016,All,All,All,Owned Outright,All,All,All,0.5750000000000001
S12000033,2016,All,All,All,Private Rented,All,All,All,0.10500000000000001
S12000033,2016,All,All,All,Social Rented,All,All,All,0.265
S12000033,2016,All,Urban,All,All,All,All,All,0.37
S12000033,2016,Female,All,All,All,All,All,All,0.42000000000000004
S12000033,2016,Male,All,All,All,All,All,All,0.31
S12000033,2017,All,All,80% least deprived,All,All,All,All,0.36500000000000005
S12000033,2017,All,All,All,All,Adults,All,All,0.26
S12000033,2017,All,All,All,All,All,All,All,0.34500000000000003
S12000033,2017,All,All,All,All,All,All,Less than 10 minutes,0.375
S12000033,2017,All,All,All,All,All,All,More than 10 minutes,0.26
S12000033,2017,All,All,All,All,All,White,All,0.37
S12000033,2017,All,All,All,All,Pensioners,All,All,0.645
S12000033,2017,All,All,All,All,With Children,All,All,0.3
S12000033,2017,All,All,All,Owned Mortgage/Loan,All,All,All,0.4
S12000033,2017,All,All,All,Owned Outright,All,All,All,0.62
S12000033,2017,All,All,All,Private Rented,All,All,All,-0.03
S12000033,2017,All,All,All,Social Rented,All,All,All,0.195
S12000033,2017,All,Urban,All,All,All,All,All,0.34500000000000003
S12000033,2017,Female,All,All,All,All,All,All,0.375
S12000033,2017,Male,All,All,All,All,All,All,0.31
S12000033,2018,All,All,80% least deprived,All,All,All,All,0.3
S12000033,2018,All,All,All,All,Adults,All,All,0.195
S12000033,2018,All,All,All,All,All,All,All,0.305
S12000033,2018,All,All,All,All,All,All,Less than 10 minutes,0.31
S12000033,2018,All,All,All,All,All,All,More than 10 minutes,0.3
S12000033,2018,All,All,All,All,All,White,All,0.305
S12000033,2018,All,All,All,All,Pensioners,All,All,0.545
S12000033,2018,All,All,All,All,With Children,All,All,0.365
S12000033,2018,All,All,All,Owned Mortgage/Loan,All,All,All,0.365
S12000033,2018,All,All,All,Owned Outright,All,All,All,0.5399999999999999
S12000033,2018,All,All,All,Private Rented,All,All,All,-0.030000000000000013
S12000033,2018,All,All,All,Social Rented,All,All,All,0.19999999999999998
S12000033,2018,All,Urban,All,All,All,All,All,0.305
S12000033,2018,Female,All,All,All,All,All,All,0.38499999999999995
S12000033,2018,Male,All,All,All,All,All,All,0.24
S12000033,2019,All,All,80% least deprived,All,All,All,All,0.16999999999999998
S12000033,2019,All,All,All,All,Adults,All,All,-0.035
S12000033,2019,All,All,All,All,All,All,All,0.13
S12000033,2019,All,All,All,All,All,All,Less than 10 minutes,0.15000000000000002
S12000033,2019,All,All,All,All,All,All,More than 10 minutes,0.06499999999999997
S12000033,2019,All,All,All,All,All,White,All,0.145
S12000033,2019,All,All,All,All,Pensioners,All,All,0.5
S12000033,2019,All,All,All,All,With Children,All,All,0.14499999999999996
S12000033,2019,All,All,All,Owned Mortgage/Loan,All,All,All,0.175
S12000033,2019,All,All,All,Owned Outright,All,All,All,0.47
S12000033,2019,All,All,All,Private Rented,All,All,All,-0.23
S12000033,2019,All,All,All,Social Rented,All,All,All,-0.015000000000000013
S12000033,2019,All,Urban,All,All,All,All,All,0.13
S12000033,2019,Female,All,All,All,All,All,All,0.19999999999999998
S12000033,2019,Male,All,All,All,All,All,All,0.04500000000000001
S12000034,2013,All,All,80% least deprived,All,All,All,All,0.48
S12000034,2013,All,All,All,All,Adults,All,All,0.45499999999999996
S12000034,2013,All,All,All,All,All,All,All,0.475
S12000034,2013,All,All,All,All,All,All,Less than 10 minutes,0.51
S12000034,2013,All,All,All,All,All,All,More than 10 minutes,0.335
S12000034,2013,All,All,All,All,All,White,All,0.475
S12000034,2013,All,All,All,All,Pensioners,All,All,0.635
S12000034,2013,All,All,All,All,With Children,All,All,0.33999999999999997
S12000034,2013,All,All,All,Owned Mortgage/Loan,All,All,All,0.47
S12000034,2013,All,All,All,Owned Outright,All,All,All,0.615
S12000034,2013,All,Rural,All,All,All,All,All,0.515
S12000034,2013,All,Urban,All,All,All,All,All,0.435
S12000034,2013,Female,All,All,All,All,All,All,0.435
S12000034,2013,Male,All,All,All,All,All,All,0.52
S12000034,2014,All,All,80% least deprived,All,All,All,All,0.505
S12000034,2014,All,All,All,All,Adults,All,All,0.46
S12000034,2014,All,All,All,All,All,All,All,0.495
S12000034,2014,All,All,All,All,All,All,Less than 10 minutes,0.485
S12000034,2014,All,All,All,All,All,White,All,0.495
S12000034,2014,All,All,All,All,Pensioners,All,All,0.605
S12000034,2014,All,All,All,All,With Children,All,All,0.435
S12000034,2014,All,All,All,Owned Mortgage/Loan,All,All,All,0.49
S12000034,2014,All,All,All,Owned Outright,All,All,All,0.7150000000000001
S12000034,2014,All,All,All,Social Rented,All,All,All,0.32
S12000034,2014,All,Rural,All,All,All,All,All,0.475
S12000034,2014,All,Urban,All,All,All,All,All,0.52
S12000034,2014,Female,All,All,All,All,All,All,0.5449999999999999
S12000034,2014,Male,All,All,All,All,All,All,0.43999999999999995
S12000034,2015,All,All,80% least deprived,All,All,All,All,0.515
S12000034,2015,All,All,All,All,Adults,All,All,0.46499999999999997
S12000034,2015,All,All,All,All,All,All,All,0.5
S12000034,2015,All,All,All,All,All,All,Less than 10 minutes,0.51
S12000034,2015,All,All,All,All,All,White,All,0.505
S12000034,2015,All,All,All,All,Pensioners,All,All,0.65
S12000034,2015,All,All,All,All,With Children,All,All,0.46
S12000034,2015,All,All,All,Owned Mortgage/Loan,All,All,All,0.5549999999999999
S12000034,2015,All,All,All,Owned Outright,All,All,All,0.545
S12000034,2015,All,Rural,All,All,All,All,All,0.59
S12000034,2015,All,Urban,All,All,All,All,All,0.42000000000000004
S12000034,2015,Female,All,All,All,All,All,All,0.565
S12000034,2015,Male,All,All,All,All,All,All,0.45
S12000034,2016,All,All,80% least deprived,All,All,All,All,0.505
S12000034,2016,All,All,All,All,Adults,All,All,0.485
S12000034,2016,All,All,All,All,All,All,All,0.495
S12000034,2016,All,All,All,All,All,All,Less than 10 minutes,0.505
S12000034,2016,All,All,All,All,All,All,More than 10 minutes,0.435
S12000034,2016,All,All,All,All,All,White,All,0.5
S12000034,2016,All,All,All,All,Pensioners,All,All,0.5599999999999999
S12000034,2016,All,All,All,All,With Children,All,All,0.46499999999999997
S12000034,2016,All,All,All,Owned Mortgage/Loan,All,All,All,0.525
S12000034,2016,All,All,All,Owned Outright,All,All,All,0.545
S12000034,2016,All,Rural,All,All,All,All,All,0.48
S12000034,2016,All,Urban,All,All,All,All,All,0.515
S12000034,2016,Female,All,All,All,All,All,All,0.455
S12000034,2016,Male,All,All,All,All,All,All,0.525
S12000034,2017,All,All,80% least deprived,All,All,All,All,0.515
S12000034,2017,All,All,All,All,Adults,All,All,0.455
S12000034,2017,All,All,All,All,All,All,All,0.515
S12000034,2017,All,All,All,All,All,All,Less than 10 minutes,0.54
S12000034,2017,All,All,All,All,All,All,More than 10 minutes,0.44499999999999995
S12000034,2017,All,All,All,All,All,White,All,0.52
S12000034,2017,All,All,All,All,Pensioners,All,All,0.6549999999999999
S12000034,2017,All,All,All,All,With Children,All,All,0.49
S12000034,2017,All,All,All,Owned Mortgage/Loan,All,All,All,0.5
S12000034,2017,All,All,All,Owned Outright,All,All,All,0.665
S12000034,2017,All,Rural,All,All,All,All,All,0.505
S12000034,2017,All,Urban,All,All,All,All,All,0.53
S12000034,2017,Female,All,All,All,All,All,All,0.54
S12000034,2017,Male,All,All,All,All,All,All,0.48500000000000004
S12000034,2018,All,All,80% least deprived,All,All,All,All,0.5349999999999999
S12000034,2018,All,All,All,All,Adults,All,All,0.5499999999999999
S12000034,2018,All,All,All,All,All,All,All,0.5399999999999999
S12000034,2018,All,All,All,All,All,All,Less than 10 minutes,0.54
S12000034,2018,All,All,All,All,All,White,All,0.5399999999999999
S12000034,2018,All,All,All,All,Pensioners,All,All,0.645
S12000034,2018,All,All,All,All,With Children,All,All,0.43999999999999995
S12000034,2018,All,All,All,Owned Mortgage/Loan,All,All,All,0.43500000000000005
S12000034,2018,All,All,All,Owned Outright,All,All,All,0.7000000000000001
S12000034,2018,All,All,All,Social Rented,All,All,All,0.45
S12000034,2018,All,Rural,All,All,All,All,All,0.5700000000000001
S12000034,2018,All,Urban,All,All,All,All,All,0.505
S12000034,2018,Female,All,All,All,All,All,All,0.5499999999999999
S12000034,2018,Male,All,All,All,All,All,All,0.525
S12000034,2019,All,All,80% least deprived,All,All,All,All,0.49
S12000034,2019,All,All,All,All,Adults,All,All,0.275
S12000034,2019,All,All,All,All,All,All,All,0.47
S12000034,2019,All,All,All,All,All,All,Less than 10 minutes,0.44499999999999995
S12000034,2019,All,All,All,All,All,All,More than 10 minutes,0.515
S12000034,2019,All,All,All,All,All,White,All,0.45
S12000034,2019,All,All,All,All,Pensioners,All,All,0.725
S12000034,2019,All,All,All,All,With Children,All,All,0.5599999999999999
S12000034,2019,All,All,All,Owned Mortgage/Loan,All,All,All,0.515
S12000034,2019,All,All,All,Owned Outright,All,All,All,0.62
S12000034,2019,All,All,All,Social Rented,All,All,All,0.21999999999999997
S12000034,2019,All,Rural,All,All,All,All,All,0.575
S12000034,2019,All,Urban,All,All,All,All,All,0.37
S12000034,2019,Female,All,All,All,All,All,All,0.44
S12000034,2019,Male,All,All,All,All,All,All,0.49
S12000035,2013,All,All,80% least deprived,All,All,All,All,0.47000000000000003
S12000035,2013,All,All,All,All,Adults,All,All,0.475
S12000035,2013,All,All,All,All,All,All,All,0.45999999999999996
S12000035,2013,All,All,All,All,All,All,Less than 10 minutes,0.475
S12000035,2013,All,All,All,All,All,White,All,0.475
S12000035,2013,All,All,All,All,Pensioners,All,All,0.6749999999999999
S12000035,2013,All,All,All,All,With Children,All,All,0.24
S12000035,2013,All,All,All,Owned Mortgage/Loan,All,All,All,0.47500000000000003
S12000035,2013,All,All,All,Owned Outright,All,All,All,0.58
S12000035,2013,All,All,All,Social Rented,All,All,All,0.385
S12000035,2013,All,Rural,All,All,All,All,All,0.47
S12000035,2013,All,Urban,All,All,All,All,All,0.45000000000000007
S12000035,2013,Female,All,All,All,All,All,All,0.595
S12000035,2013,Male,All,All,All,All,All,All,0.315
S12000035,2014,All,All,80% least deprived,All,All,All,All,0.32999999999999996
S12000035,2014,All,All,All,All,Adults,All,All,0.375
S12000035,2014,All,All,All,All,All,All,All,0.31499999999999995
S12000035,2014,All,All,All,All,All,All,Less than 10 minutes,0.32999999999999996
S12000035,2014,All,All,All,All,All,White,All,0.35
S12000035,2014,All,All,All,All,Pensioners,All,All,0.465
S12000035,2014,All,All,All,All,With Children,All,All,0.029999999999999985
S12000035,2014,All,All,All,Owned Mortgage/Loan,All,All,All,0.33999999999999997
S12000035,2014,All,All,All,Owned Outright,All,All,All,0.485
S12000035,2014,All,All,All,Social Rented,All,All,All,0.205
S12000035,2014,All,Rural,All,All,All,All,All,0.42
S12000035,2014,All,Urban,All,All,All,All,All,0.22500000000000003
S12000035,2014,Female,All,All,All,All,All,All,0.29500000000000004
S12000035,2014,Male,All,All,All,All,All,All,0.33999999999999997
S12000035,2015,All,All,80% least deprived,All,All,All,All,0.28
S12000035,2015,All,All,All,All,Adults,All,All,0.03
S12000035,2015,All,All,All,All,All,All,All,0.24
S12000035,2015,All,All,All,All,All,All,Less than 10 minutes,0.24500000000000002
S12000035,2015,All,All,All,All,All,White,All,0.24
S12000035,2015,All,All,All,All,Pensioners,All,All,0.53
S12000035,2015,All,All,All,Owned Mortgage/Loan,All,All,All,0.14500000000000002
S12000035,2015,All,All,All,Owned Outright,All,All,All,0.495
S12000035,2015,All,All,All,Social Rented,All,All,All,0.19000000000000003
S12000035,2015,All,Rural,All,All,All,All,All,0.15499999999999997
S12000035,2015,All,Urban,All,All,All,All,All,0.32
S12000035,2015,Female,All,All,All,All,All,All,0.26999999999999996
S12000035,2015,Male,All,All,All,All,All,All,0.215
S12000035,2016,All,All,80% least deprived,All,All,All,All,0.44499999999999995
S12000035,2016,All,All,All,All,Adults,All,All,0.43000000000000005
S12000035,2016,All,All,All,All,All,All,All,0.45
S12000035,2016,All,All,All,All,All,All,Less than 10 minutes,0.5
S12000035,2016,All,All,All,All,All,White,All,0.45499999999999996
S12000035,2016,All,All,All,All,Pensioners,All,All,0.6699999999999999
S12000035,2016,All,All,All,All,With Children,All,All,0.215
S12000035,2016,All,All,All,Owned Mortgage/Loan,All,All,All,0.53
S12000035,2016,All,All,All,Owned Outright,All,All,All,0.595
S12000035,2016,All,Rural,All,All,All,All,All,0.40499999999999997
S12000035,2016,All,Urban,All,All,All,All,All,0.5
S12000035,2016,Female,All,All,All,All,All,All,0.425
S12000035,2016,Male,All,All,All,All,All,All,0.47
S12000035,2017,All,All,80% least deprived,All,All,All,All,0.285
S12000035,2017,All,All,All,All,Adults,All,All,0.20500000000000002
S12000035,2017,All,All,All,All,All,All,All,0.295
S12000035,2017,All,All,All,All,All,All,Less than 10 minutes,0.33
S12000035,2017,All,All,All,All,All,White,All,0.27999999999999997
S12000035,2017,All,All,All,All,Pensioners,All,All,0.435
S12000035,2017,All,All,All,All,With Children,All,All,0.265
S12000035,2017,All,All,All,Owned Mortgage/Loan,All,All,All,0.29
S12000035,2017,All,All,All,Owned Outright,All,All,All,0.385
S12000035,2017,All,Rural,All,All,All,All,All,0.345
S12000035,2017,All,Urban,All,All,All,All,All,0.235
S12000035,2017,Female,All,All,All,All,All,All,0.265
S12000035,2017,Male,All,All,All,All,All,All,0.30999999999999994
S12000035,2018,All,All,80% least deprived,All,All,All,All,0.51
S12000035,2018,All,All,All,All,Adults,All,All,0.46499999999999997
S12000035,2018,All,All,All,All,All,All,All,0.515
S12000035,2018,All,All,All,All,All,All,Less than 10 minutes,0.525
S12000035,2018,All,All,All,All,All,White,All,0.51
S12000035,2018,All,All,All,All,Pensioners,All,All,0.665
S12000035,2018,All,All,All,Owned Outright,All,All,All,0.66
S12000035,2018,All,Rural,All,All,All,All,All,0.525
S12000035,2018,All,Urban,All,All,All,All,All,0.48
S12000035,2018,Female,All,All,All,All,All,All,0.58
S12000035,2018,Male,All,All,All,All,All,All,0.425
S12000035,2019,All,All,80% least deprived,All,All,All,All,0.5449999999999999
S12000035,2019,All,All,All,All,Adults,All,All,0.565
S12000035,2019,All,All,All,All,All,All,All,0.5449999999999999
S12000035,2019,All,All,All,All,All,All,Less than 10 minutes,0.585
S12000035,2019,All,All,All,All,All,White,All,0.57
S12000035,2019,All,All,All,All,Pensioners,All,All,0.615
S12000035,2019,All,All,All,Owned Outright,All,All,All,0.665
S12000035,2019,All,Rural,All,All,All,All,All,0.645
S12000035,2019,All,Urban,All,All,All,All,All,0.475
S12000035,2019,Female,All,All,All,All,All,All,0.565
S12000035,2019,Male,All,All,All,All,All,All,0.525
S12000036,2013,All,All,20% most deprived,All,All,All,All,0.235
S12000036,2013,All,All,80% least deprived,All,All,All,All,0.315
S12000036,2013,All,All,All,All,Adults,All,All,0.155
S12000036,2013,All,All,All,All,All,All,All,0.315
S12000036,2013,All,All,All,All,All,All,Less than 10 minutes,0.305
S12000036,2013,All,All,All,All,All,All,More than 10 minutes,0.29500000000000004
S12000036,2013,All,All,All,All,All,Other,All,0.11499999999999999
S12000036,2013,All,All,All,All,All,White,All,0.32
S12000036,2013,All,All,All,All,Pensioners,All,All,0.59
S12000036,2013,All,All,All,All,With Children,All,All,0.41500000000000004
S12000036,2013,All,All,All,Owned Mortgage/Loan,All,All,All,0.31999999999999995
S12000036,2013,All,All,All,Owned Outright,All,All,All,0.585
S12000036,2013,All,All,All,Private Rented,All,All,All,-0.020000000000000004
S12000036,2013,All,All,All,Social Rented,All,All,All,0.315
S12000036,2013,All,Urban,All,All,All,All,All,0.315
S12000036,2013,Female,All,All,All,All,All,All,0.35000000000000003
S12000036,2013,Male,All,All,All,All,All,All,0.26
S12000036,2014,All,All,20% most deprived,All,All,All,All,0.0050000000000000044
S12000036,2014,All,All,80% least deprived,All,All,All,All,0.25
S12000036,2014,All,All,All,All,Adults,All,All,0.075
S12000036,2014,All,All,All,All,All,All,All,0.22500000000000003
S12000036,2014,All,All,All,All,All,All,Less than 10 minutes,0.21500000000000002
S12000036,2014,All,All,All,All,All,All,More than 10 minutes,0.34500000000000003
S12000036,2014,All,All,All,All,All,White,All,0.24999999999999997
S12000036,2014,All,All,All,All,Pensioners,All,All,0.535
S12000036,2014,All,All,All,All,With Children,All,All,0.345
S12000036,2014,All,All,All,Owned Mortgage/Loan,All,All,All,0.36
S12000036,2014,All,All,All,Owned Outright,All,All,All,0.48
S12000036,2014,All,All,All,Private Rented,All,All,All,-0.08500000000000002
S12000036,2014,All,All,All,Social Rented,All,All,All,0.095
S12000036,2014,All,Urban,All,All,All,All,All,0.22500000000000003
S12000036,2014,Female,All,All,All,All,All,All,0.22999999999999998
S12000036,2014,Male,All,All,All,All,All,All,0.205
S12000036,2015,All,All,20% most deprived,All,All,All,All,0.23
S12000036,2015,All,All,80% least deprived,All,All,All,All,0.315
S12000036,2015,All,All,All,All,Adults,All,All,0.20500000000000002
S12000036,2015,All,All,All,All,All,All,All,0.305
S12000036,2015,All,All,All,All,All,All,Less than 10 minutes,0.32
S12000036,2015,All,All,All,All,All,All,More than 10 minutes,0.33
S12000036,2015,All,All,All,All,All,White,All,0.33
S12000036,2015,All,All,All,All,Pensioners,All,All,0.625
S12000036,2015,All,All,All,All,With Children,All,All,0.33999999999999997
S12000036,2015,All,All,All,Owned Mortgage/Loan,All,All,All,0.46499999999999997
S12000036,2015,All,All,All,Owned Outright,All,All,All,0.495
S12000036,2015,All,All,All,Private Rented,All,All,All,0.03500000000000003
S12000036,2015,All,All,All,Social Rented,All,All,All,0.16999999999999998
S12000036,2015,All,Urban,All,All,All,All,All,0.305
S12000036,2015,Female,All,All,All,All,All,All,0.35
S12000036,2015,Male,All,All,All,All,All,All,0.27
S12000036,2016,All,All,20% most deprived,All,All,All,All,0.22999999999999998
S12000036,2016,All,All,80% least deprived,All,All,All,All,0.33499999999999996
S12000036,2016,All,All,All,All,Adults,All,All,0.185
S12000036,2016,All,All,All,All,All,All,All,0.32499999999999996
S12000036,2016,All,All,All,All,All,All,Less than 10 minutes,0.33999999999999997
S12000036,2016,All,All,All,All,All,All,More than 10 minutes,0.10500000000000001
S12000036,2016,All,All,All,All,All,Other,All,0.12
S12000036,2016,All,All,All,All,All,White,All,0.33499999999999996
S12000036,2016,All,All,All,All,Pensioners,All,All,0.545
S12000036,2016,All,All,All,All,With Children,All,All,0.445
S12000036,2016,All,All,All,Owned Mortgage/Loan,All,All,All,0.48
S12000036,2016,All,All,All,Owned Outright,All,All,All,0.505
S12000036,2016,All,All,All,Private Rented,All,All,All,0.04999999999999999
S12000036,2016,All,All,All,Social Rented,All,All,All,0.175
S12000036,2016,All,Urban,All,All,All,All,All,0.32499999999999996
S12000036,2016,Female,All,All,All,All,All,All,0.365
S12000036,2016,Male,All,All,All,All,All,All,0.28
S12000036,2017,All,All,20% most deprived,All,All,All,All,0.175
S12000036,2017,All,All,80% least deprived,All,All,All,All,0.42
S12000036,2017,All,All,All,All,Adults,All,All,0.29
S12000036,2017,All,All,All,All,All,All,All,0.39
S12000036,2017,All,All,All,All,All,All,Less than 10 minutes,0.39999999999999997
S12000036,2017,All,All,All,All,All,All,More than 10 minutes,0.29500000000000004
S12000036,2017,All,All,All,All,All,Other,All,0.15500000000000003
S12000036,2017,All,All,All,All,All,White,All,0.40499999999999997
S12000036,2017,All,All,All,All,Pensioners,All,All,0.59
S12000036,2017,All,All,All,All,With Children,All,All,0.495
S12000036,2017,All,All,All,Owned Mortgage/Loan,All,All,All,0.49999999999999994
S12000036,2017,All,All,All,Owned Outright,All,All,All,0.5599999999999999
S12000036,2017,All,All,All,Private Rented,All,All,All,0.135
S12000036,2017,All,All,All,Social Rented,All,All,All,0.325
S12000036,2017,All,Urban,All,All,All,All,All,0.39
S12000036,2017,Female,All,All,All,All,All,All,0.395
S12000036,2017,Male,All,All,All,All,All,All,0.39
S12000036,2018,All,All,20% most deprived,All,All,All,All,0.10500000000000001
S12000036,2018,All,All,80% least deprived,All,All,All,All,0.375
S12000036,2018,All,All,All,All,Adults,All,All,0.235
S12000036,2018,All,All,All,All,All,All,All,0.35
