council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
O,55,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
O,38,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
O,52,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
O,28,White,1,Urban,Children,Female,Owned Outright,11-20 mins,Fairly good,Fairly strongly
O,34,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
O,71,White,3,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
O,28,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Fairly strongly
O,67,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
O,44,White,5,Rural,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
O,39,White,5,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
O,35,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
O,24,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Not very strongly
O,55,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
O,68,White,5,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
O,21,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
O,64,White,4,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
O,36,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Fairly strongly
O,21,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
O,62,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
O,40,White,4,Rural,Children,Male,Owned Outright,11-20 mins,Very good,Not very strongly
O,65,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not at all strongly
O,35,White,1,Urban,Children,Female,Social Rented,6-10 mins,Very good,Very strongly
O,78,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
O,74,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
O,24,White,3,Rural,Children,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
O,30,White,1,Urban,Children,Female,Social Rented,6-10 mins,Very good,Very strongly
O,53,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
O,42,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
O,48,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
O,66,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
O,66,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
O,63,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,25,Other,1,Urban,Children,Male,Private Rented,Don't know,Fairly good,Not at all strongly
P,72,White,1,Urban,Pensioner,Female,Social Rented,More than 30,Fairly good,Fairly strongly
P,53,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,44,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
P,38,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Very strongly
P,73,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,33,White,4,Urban,Adult,Female,Owned Outright,More than 30,Very good,Very strongly
P,68,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
P,68,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,33,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,24,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
P,57,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
P,70,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
P,72,White,4,Urban,Adult,Female,Owned Loan/Mortgage,More than 30,Fairly good,Fairly strongly
P,74,White,3,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
P,46,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
P,60,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
P,46,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
P,75,White,1,Urban,Pensioner,Female,Social Rented,Don't know,Very good,Very strongly
P,64,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
P,83,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,36,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
P,25,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,53,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,79,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,69,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
P,46,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
P,55,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
P,86,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Very strongly
P,62,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,84,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Very strongly
P,54,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
P,49,White,1,Urban,Children,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
P,31,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
P,57,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,37,White,3,Urban,Adult,Female,Owned Outright,Don't know,Very good,Not at all strongly
P,38,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
P,52,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Not at all strongly
P,34,White,1,Urban,Children,Male,Social Rented,5 mins or less,Very poor,Not very strongly
P,23,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very poor,Not at all strongly
P,56,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not at all strongly
P,29,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
P,30,White,2,Urban,Children,Female,Social Rented,11-20 mins,Fairly good,Very strongly
P,39,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
P,33,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Not at all strongly
P,36,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
P,49,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
P,62,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,34,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not at all strongly
P,56,White,3,Urban,Children,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
P,20,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,51,Other,1,Urban,Children,Male,Social Rented,5 mins or less,No opinion,Fairly strongly
P,34,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
P,39,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
P,54,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
P,39,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
P,37,White,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,54,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
P,63,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
J,31,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
J,78,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
J,40,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
J,79,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
J,28,Other,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
P,54,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
P,32,White,5,Urban,Adult,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
P,36,Other,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,34,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very poor,Fairly strongly
P,74,White,1,Urban,Pensioner,Male,Social Rented,6-10 mins,Fairly good,Very strongly
P,32,White,1,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
4,70,White,1,Urban,Pensioner,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
4,83,White,1,Urban,Pensioner,Female,Social Rented,More than 30,Fairly good,Fairly strongly
4,74,White,2,Urban,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Very strongly
P,86,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,76,White,1,Urban,Adult,Female,Social Rented,More than 30,Very good,Very strongly
P,55,White,3,Urban,Adult,Male,Owned Outright,21-30 mins,Fairly good,Fairly strongly
P,69,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Fairly strongly
4,37,White,2,Urban,Children,Female,Social Rented,11-20 mins,Fairly good,Very strongly
4,54,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
4,57,White,2,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
P,54,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
P,54,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Very strongly
P,60,White,3,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
P,48,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
P,42,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Very strongly
P,73,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Very strongly
P,55,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,64,White,3,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
P,68,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
P,59,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,33,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Very strongly
P,55,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
P,63,White,1,Urban,Adult,Female,Social Rented,21-30 mins,Very good,Very strongly
J,43,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
P,35,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
P,47,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,25,White,1,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
P,79,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Not very strongly
P,47,Other,1,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
P,23,White,1,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
P,70,White,2,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,38,White,2,Urban,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
P,53,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,19,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,23,White,2,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Very strongly
P,18,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
P,44,Other,4,Urban,Children,Male,Social Rented,6-10 mins,Very good,Very strongly
P,56,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
P,68,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Very strongly
P,19,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
P,59,White,1,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,36,White,1,Urban,Adult,Female,Social Rented,Don't know,Fairly good,Very strongly
P,70,White,3,Urban,Pensioner,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,85,White,1,Urban,Pensioner,Female,Social Rented,Don't know,Very good,Very strongly
P,54,White,3,Urban,Adult,Female,Owned Outright,Don't know,Very good,Very strongly
P,79,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Very strongly
P,72,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,64,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,41,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Very strongly
P,86,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
P,38,Other,1,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,59,White,1,Urban,Adult,Male,Owned Outright,Don't know,Very good,Not at all strongly
P,48,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
P,30,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
P,55,White,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,61,White,1,Urban,Children,Female,Social Rented,More than 30,Very poor,Very strongly
P,59,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,73,White,1,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
V,59,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
V,63,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,61,White,3,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Not at all strongly
P,30,White,5,Urban,Children,Female,Owned Outright,11-20 mins,Very good,Very strongly
P,71,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not at all strongly
P,30,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
P,54,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
P,47,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
P,60,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
P,65,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,68,White,2,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Very strongly
P,55,White,3,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
P,41,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
P,74,White,1,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Very strongly
P,68,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,30,Other,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
P,51,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,29,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,63,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
P,49,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
P,72,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,62,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,36,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not very strongly
P,68,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
P,31,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,74,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
P,39,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,24,White,1,Urban,Adult,Male,Social Rented,More than 30,Fairly good,Not at all strongly
P,55,White,2,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
P,86,White,1,Urban,Pensioner,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
P,28,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,37,Other,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
P,24,White,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
L,67,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,45,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not very strongly
P,48,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Fairly strongly
P,59,White,1,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
P,35,White,1,Urban,Children,Female,Social Rented,11-20 mins,Very good,Very strongly
P,36,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
P,55,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
P,76,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
P,58,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
P,58,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
P,78,White,2,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Not very strongly
P,26,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
P,50,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,50,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
P,83,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,41,White,1,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
P,67,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,48,White,2,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
P,39,White,1,Urban,Children,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,62,White,1,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
P,25,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,39,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Don't know
P,84,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
P,64,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,56,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
P,65,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,61,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,19,White,1,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
P,56,White,2,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
J,73,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
J,46,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
J,36,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
J,32,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
J,44,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
J,45,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
J,28,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
P,58,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Y,47,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Fairly good,Not very strongly
Y,78,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
P,38,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Y,38,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,30,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Y,37,Other,4,Urban,Children,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Y,73,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Y,64,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,27,White,2,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Fairly poor,Not very strongly
Y,27,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Y,33,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Y,38,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Y,21,White,2,Urban,Children,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Y,30,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Fairly strongly
Y,20,White,4,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Not very strongly
Y,30,White,4,Urban,Adult,Male,Owned Outright,11-20 mins,Very good,Very strongly
Y,44,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Y,32,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
P,50,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
P,30,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
P,20,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
P,58,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not at all strongly
P,61,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,36,Other,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not at all strongly
P,29,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
P,51,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
P,69,White,2,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,28,Other,1,Urban,Children,Male,Social Rented,More than 30,Very good,Don't know
P,57,White,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
P,60,White,1,Urban,Adult,Female,Social Rented,21-30 mins,Fairly good,Very strongly
P,71,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
P,80,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
P,80,White,1,Urban,Adult,Female,Social Rented,Don't know,Fairly good,Not very strongly
P,35,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
P,58,White,1,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
P,78,White,1,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
P,61,White,2,Urban,Adult,Female,Social Rented,Don't know,Fairly good,Not at all strongly
P,72,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,53,White,2,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
P,58,White,1,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
P,53,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
P,26,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
J,59,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
J,54,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
J,69,White,2,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
P,52,White,1,Urban,Adult,Female,Social Rented,More than 30,Fairly good,Not very strongly
P,78,White,3,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
P,33,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
P,50,Other,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
P,34,Other,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
P,32,White,1,Urban,Children,Female,Social Rented,More than 30,Fairly good,Very strongly
P,51,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
J,64,Other,2,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
J,38,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
J,30,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
J,66,Other,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
J,52,White,4,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Not very strongly
J,42,White,4,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Don't know
P,37,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
J,85,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Fairly poor,Not at all strongly
P,28,White,1,Urban,Adult,Male,Private Rented,5 mins or less,Fairly good,Not at all strongly
P,76,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
P,46,Other,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
P,23,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
P,31,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
P,58,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
P,67,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
P,42,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
P,66,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
