council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
Fife,55,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,73,Other,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Fife,39,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,49,White,4,Rural,Adult,Female,Social Rented,6-10 mins,Very good,Not very strongly
Fife,68,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
Fife,34,White,5,Urban,Children,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Fife,56,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Fife,35,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Fife,83,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Fife,86,White,5,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Not very strongly
Fife,73,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,55,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not at all strongly
Fife,68,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,74,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,38,White,5,Urban,Children,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Fife,49,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Fife,56,White,5,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Not very strongly
Fife,58,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,66,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,44,White,3,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,48,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Fife,39,White,3,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,65,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,31,White,5,Urban,Children,Female,Private Rented,6-10 mins,Very good,Fairly strongly
Fife,20,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
Fife,44,White,1,Urban,Adult,Female,Owned Outright,More than 30,Fairly good,Not very strongly
Fife,55,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,86,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,64,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Fife,29,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,50,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,39,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Fife,34,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Fife,49,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Fife,26,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
Fife,56,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly poor,Very strongly
Fife,84,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,74,White,3,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Not very strongly
Fife,16,White,3,Rural,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Fife,52,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Fife,81,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,35,White,3,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Fife,64,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,56,White,3,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
Fife,84,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,49,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,36,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,40,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,85,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,55,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,16,White,4,Urban,Children,Male,Social Rented,11-20 mins,Fairly good,Not very strongly
Fife,58,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Fife,34,White,3,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,43,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very poor,Not very strongly
Fife,44,White,1,Urban,Adult,Male,Owned Loan/Mortgage,21-30 mins,Fairly good,Very strongly
Fife,38,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Fife,26,White,4,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
Fife,39,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Fife,65,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Fife,65,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,52,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,40,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Fife,82,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Fife,20,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,66,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,69,White,5,Urban,Adult,Female,Social Rented,11-20 mins,Very good,Fairly strongly
Fife,41,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
Fife,74,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,75,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,44,White,2,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,38,Other,4,Rural,Adult,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
Fife,55,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,32,White,3,Urban,Children,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Fife,86,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,33,White,2,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Not very strongly
Fife,82,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Fife,51,White,5,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
Fife,36,White,3,Urban,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Fife,61,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Fife,72,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,26,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Fife,31,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,No opinion,Don't know
Fife,77,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Fife,69,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Fife,68,White,2,Urban,Pensioner,Female,Social Rented,6-10 mins,Fairly good,Very strongly
Fife,33,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Very strongly
Fife,49,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Fife,75,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,77,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,52,White,5,Urban,Adult,Male,Owned Outright,11-20 mins,Very good,Fairly strongly
Fife,41,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,46,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
Fife,59,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Fife,66,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Fife,66,White,5,Rural,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Fife,60,White,5,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,54,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Fife,35,Other,2,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Not very strongly
Fife,78,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,84,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,25,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
Fife,37,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,38,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,69,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,77,White,1,Urban,Pensioner,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Fife,39,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Fife,39,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,71,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,66,White,2,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,65,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Fife,30,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Fife,37,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Fife,48,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,42,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Fife,53,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Fife,55,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Fife,54,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Fife,68,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,27,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Fife,55,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Fife,38,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,52,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Fife,28,White,1,Urban,Children,Female,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Fife,34,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Fife,71,White,3,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,28,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Fairly strongly
Fife,67,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,44,White,5,Rural,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
Fife,39,White,5,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Fife,35,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,24,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Not very strongly
Fife,55,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,68,White,5,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,21,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,64,White,4,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Fife,36,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Fairly strongly
Fife,21,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Fife,62,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
Fife,40,White,4,Rural,Children,Male,Owned Outright,11-20 mins,Very good,Not very strongly
Fife,65,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not at all strongly
Fife,35,White,1,Urban,Children,Female,Social Rented,6-10 mins,Very good,Very strongly
Fife,78,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Fife,74,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,24,White,3,Rural,Children,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
Fife,30,White,1,Urban,Children,Female,Social Rented,6-10 mins,Very good,Very strongly
Fife,53,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Fife,42,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Fife,48,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Fife,66,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Fife,66,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Fife,63,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,25,Other,1,Urban,Children,Male,Private Rented,Don't know,Fairly good,Not at all strongly
Glasgow City,72,White,1,Urban,Pensioner,Female,Social Rented,More than 30,Fairly good,Fairly strongly
Glasgow City,53,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,44,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,38,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,73,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,33,White,4,Urban,Adult,Female,Owned Outright,More than 30,Very good,Very strongly
Glasgow City,68,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Glasgow City,68,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,33,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,24,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Glasgow City,57,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Glasgow City,70,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Glasgow City,72,White,4,Urban,Adult,Female,Owned Loan/Mortgage,More than 30,Fairly good,Fairly strongly
Glasgow City,74,White,3,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Glasgow City,46,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Glasgow City,60,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Glasgow City,46,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
Glasgow City,75,White,1,Urban,Pensioner,Female,Social Rented,Don't know,Very good,Very strongly
Glasgow City,64,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,83,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,36,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Glasgow City,25,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,53,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,79,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,69,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Glasgow City,46,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,55,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,86,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Glasgow City,62,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,84,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Glasgow City,54,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
Glasgow City,49,White,1,Urban,Children,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Glasgow City,31,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
Glasgow City,57,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,37,White,3,Urban,Adult,Female,Owned Outright,Don't know,Very good,Not at all strongly
Glasgow City,38,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
Glasgow City,52,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Not at all strongly
Glasgow City,34,White,1,Urban,Children,Male,Social Rented,5 mins or less,Very poor,Not very strongly
Glasgow City,23,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very poor,Not at all strongly
Glasgow City,56,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not at all strongly
Glasgow City,29,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
Glasgow City,30,White,2,Urban,Children,Female,Social Rented,11-20 mins,Fairly good,Very strongly
Glasgow City,39,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
Glasgow City,33,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Not at all strongly
Glasgow City,36,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Glasgow City,49,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,62,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,34,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not at all strongly
Glasgow City,56,White,3,Urban,Children,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Glasgow City,20,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,51,Other,1,Urban,Children,Male,Social Rented,5 mins or less,No opinion,Fairly strongly
Glasgow City,34,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
Glasgow City,39,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,54,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,39,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,37,White,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,54,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
Glasgow City,63,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
East Dumbartonshire,31,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
East Dumbartonshire,78,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
East Dumbartonshire,40,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
East Dumbartonshire,79,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
East Dumbartonshire,28,Other,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,54,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Glasgow City,32,White,5,Urban,Adult,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Glasgow City,36,Other,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,34,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very poor,Fairly strongly
Glasgow City,74,White,1,Urban,Pensioner,Male,Social Rented,6-10 mins,Fairly good,Very strongly
Glasgow City,32,White,1,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
West Dumbartonshire,70,White,1,Urban,Pensioner,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
West Dumbartonshire,83,White,1,Urban,Pensioner,Female,Social Rented,More than 30,Fairly good,Fairly strongly
West Dumbartonshire,74,White,2,Urban,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Glasgow City,86,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,76,White,1,Urban,Adult,Female,Social Rented,More than 30,Very good,Very strongly
Glasgow City,55,White,3,Urban,Adult,Male,Owned Outright,21-30 mins,Fairly good,Fairly strongly
Glasgow City,69,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Fairly strongly
West Dumbartonshire,37,White,2,Urban,Children,Female,Social Rented,11-20 mins,Fairly good,Very strongly
West Dumbartonshire,54,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
West Dumbartonshire,57,White,2,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
Glasgow City,54,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
Glasgow City,54,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Very strongly
Glasgow City,60,White,3,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Glasgow City,48,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Glasgow City,42,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Very strongly
Glasgow City,73,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Very strongly
Glasgow City,55,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,64,White,3,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Glasgow City,68,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,59,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,33,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,55,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,63,White,1,Urban,Adult,Female,Social Rented,21-30 mins,Very good,Very strongly
East Dumbartonshire,43,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Glasgow City,35,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,47,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,25,White,1,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,79,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Not very strongly
Glasgow City,47,Other,1,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,23,White,1,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,70,White,2,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,38,White,2,Urban,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,53,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,19,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,23,White,2,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Very strongly
Glasgow City,18,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,44,Other,4,Urban,Children,Male,Social Rented,6-10 mins,Very good,Very strongly
Glasgow City,56,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
Glasgow City,68,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,19,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
Glasgow City,59,White,1,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,36,White,1,Urban,Adult,Female,Social Rented,Don't know,Fairly good,Very strongly
Glasgow City,70,White,3,Urban,Pensioner,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,85,White,1,Urban,Pensioner,Female,Social Rented,Don't know,Very good,Very strongly
Glasgow City,54,White,3,Urban,Adult,Female,Owned Outright,Don't know,Very good,Very strongly
Glasgow City,79,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Very strongly
Glasgow City,72,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,64,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,41,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Very strongly
Glasgow City,86,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Glasgow City,38,Other,1,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,59,White,1,Urban,Adult,Male,Owned Outright,Don't know,Very good,Not at all strongly
Glasgow City,48,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,30,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,55,White,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,61,White,1,Urban,Children,Female,Social Rented,More than 30,Very poor,Very strongly
